"no_de_solicitud","fecha_de_creaci_n","tipo_de_solicitud","es_anonima","descripci_n_de_la_solicitud","estado","fue_delegada","origen"
"120589675302","22 febrero 2021 12:27:02","Petición","NO","Buenas tardes por medio de la presente solicito se ajusten los intereses de Mora a mi deuda del predio ya que quiero quedar totalmente al día en impuestos el nm de cédula de la propietaria es cc52046268 patricia quesada.","Cerrada","NO","PQRDS"
"120575045006","22 febrero 2021 12:26:19","Sugerencia","SI","buenos días, me pueden hacer el favor de enviarme el recibo del impuesto predial al correo el  código  000100031939000. gracias","Cerrada","NO","Chat"
"120569307806","22 febrero 2021 12:06:00","Sugerencia","SI","Buen día, me gustaría saber si me pueden facilitar los números telefónicos o contactos de los organismos de transito para unas diligencias de los patios.

Me estoy contactando desde Fusagasugá Cundinamarca..

Gracias por su atención","Cerrada","NO","Chat"
"120557290306","22 febrero 2021 11:59:22","Sugerencia","SI","Buenos días no he podido obtener mi factura Predial 2020 por ningún medio ustedes me pueden colaborar cédula catastral 732750103000003600009801000000","Cerrada","NO","Chat"
"120541307306","22 febrero 2021 11:50:56","Sugerencia","SI","POR FAVOR ESTOY EN BOGOTA Y NO HE PODIDO SACAR EL RECIBO DE PAGO DEL IMPUESTO PREDIAL DE UNPREDIO EN FLANDFES ME PODRIAN COLABARAR
GRACIAS","Cerrada","NO","Chat"
"120531906706","22 febrero 2021 11:39:24","Sugerencia","SI","buen dia...deseo generar la liquidacion del impuesto predial y el pago pero no me permite en linea","Cerrada","NO","Chat"
"120524709806","22 febrero 2021 11:39:05","Sugerencia","SI","buenas tardes, requiero el impuesto predial no cedula catastral:  01-01-0298-0007-000","Cerrada","NO","Chat"
"120519060616","22 febrero 2021 11:20:27","Sugerencia","SI","No encontre lo que buscaba (Chat Institucional): vivo en bogota y necesito imprimir el impuesto predial de flandes,  cedula catastral 73-275-01-03-00-00-0251-0013-8-01-00-0000 mi cedula es 522690561 , tel 3112248612. por todas las opciones del pagina , no encvontre por donde sacarlo. por favor","Cerrada","NO","FeedBack"
"120507903806","22 febrero 2021 10:32:18","Sugerencia","SI","Buenos dias, les escribo para solicitarles informacion de en que fechas se debe presentar el impuesto de ICA y si debe ser fisico o virtual y si tienen algun beneficio por pronto pago.
 Ademas les agradeceria que me enviaran el acuerdo tributario vigente.

Gracias quedo pendiente","Cerrada","NO","Chat"
"120493533716","22 febrero 2021 09:33:51","Sugerencia","SI","No encontre lo que buscaba (EMED PAVA MONROY): Ningún funcionario público contesta","Cerrada","NO","FeedBack"
"120483482206","22 febrero 2021 09:31:56","Sugerencia","SI","Problemas al descargar recibo","Cerrada","NO","Chat"
"120475303006","22 febrero 2021 08:56:40","Sugerencia","SI","3103330868 PREDIAL","Cerrada","NO","Chat"
"120466265806","22 febrero 2021 08:55:49","Sugerencia","SI","FACTURA DE COBRO IMPUESTO PREDIAL","Cerrada","NO","Chat"
"120459252906","21 febrero 2021 08:19:53","Sugerencia","SI","buenas noches mi nombre es Ana Lucia Castro
como hago para solicitar una copia del impuesto predial de Flandes Condominio Villas del Mediterraneo Casa 2 Manzana B, estoy en Bogotá","Cerrada","NO","Chat"
"120445384906","21 febrero 2021 06:08:50","Sugerencia","SI","Buenas tardes me podrían colaborar con la liquidación del impuesto de este año no lo pude pagar. Me encuentro en bta. No me deja descargarlo","Cerrada","NO","Chat"
"120433186106","21 febrero 2021 06:02:25","Sugerencia","SI","Buenas tardes. Yo vivo en la ciudad de Bogotá y no me permite descargar el impuesto de mi casa. Me pide un correo se lo doy y no me da la opción. En estos momentos no puedo viajar. Me pueden colaborar enviándolo a mi correo para poder pagar?","Cerrada","NO","Chat"
"120422480306","21 febrero 2021 05:44:40","Sugerencia","SI","Por favor cual es pico y cédula febrero 22/21 y si hay pico y placa cual es gracias","Cerrada","NO","Chat"
"120413262406","21 febrero 2021 01:47:21","Sugerencia","SI","Muy buenas tardes  .quisiera saber cuatro nombres de dirigentes políticos actuales del municipio  de acá de Flandes. Lo necesito para  un trabajo de sociales muchas gracias .li que pase es que hace poco llegué acá y no se nada de Flandes gracias espero pronta respuesta","Cerrada","NO","Chat"
"120402073506","21 febrero 2021 11:34:04","Sugerencia","SI","Por favor pieden levantar la restriccion de las piscinas, el cloro inhibe el virus y en el resto del pais Cartagena sanandres no existe y es un modo de ejercicio prara muchos de nosotros q tenemos mas de 50 años","Cerrada","NO","Chat"
"120397439706","21 febrero 2021 11:00:02","Sugerencia","SI","solicito impuesto del 2020 y 2021","Cerrada","NO","Chat"
"120383588506","20 febrero 2021 07:51:34","Sugerencia","SI","hola, quisiera saber cual es el código catastral para pagar el impuesto predial","Cerrada","NO","Chat"
"120371158406","19 febrero 2021 08:51:17","Sugerencia","SI","Quiero q mis hermanitos tengan familias en accion por q necesitamos ayuda","Cerrada","NO","Chat"
"120365026506","19 febrero 2021 05:26:58","Sugerencia","SI","como saco el impuesto predial estoy en bogota","Cerrada","NO","Chat"
"120352786516","19 febrero 2021 04:36:26","Sugerencia","SI","No encontre lo que buscaba (INCENTIVOS TRIBUTARIOS): no encuentro recibo para el pago de impuesto predial","Cerrada","NO","FeedBack"
"120349781806","19 febrero 2021 04:08:48","Sugerencia","SI","POR FAVOR QUISIERA PAGAR EL IMPUESTO PREDIAL Y HA SIDO IMPOSIBLE","Cerrada","NO","Chat"
"120331124602","19 febrero 2021 03:32:00","Petición","NO","Atento saludo,

Por favor necesito las  facturas de cobro de impuesto predial:

Cédula Catastral:   73-275-00-01-00-00-0002-0329-8-01-00-0000
A nombre de JORGE HERNANDO URICOECHEA CASTRO
C.C. 17.047.874

Cédula Catastral:  73-275-00-01-00-00-0002-0331-8-01-00-0000
A nombre de JORGE HERNANDO URICOECHEA CASTRO
C.C.17.047.874

Quedo atenta, muchas gracias

Adriana Uricoechea","Cerrada","NO","PQRDS"
"120326401606","19 febrero 2021 03:20:56","Sugerencia","SI","No logro entrar a la sede electrónica y no me ha funcionado solicitar recuperar contraseña. No llega ningún correo. Gracias","Cerrada","NO","Chat"
"120313770106","19 febrero 2021 03:18:36","Sugerencia","SI","Atento saludo,

Por favor necesito las  facturas de cobro de impuesto predial:

Cédula Catastral:   73-275-00-01-00-00-0002-0329-8-01-00-0000
A nombre de JORGE HERNANDO URICOECHEA CASTRO
C.C. 17.047.874

Cédula Catastral:  73-275-00-01-00-00-0002-0331-8-01-00-0000
A nombre de JORGE HERNANDO URICOECHEA CASTRO
C.C.17.047.874

Quedo atenta, muchas gracias

Adriana Uricoechea","Cerrada","NO","Chat"
"120305589806","19 febrero 2021 03:16:20","Sugerencia","SI","necesito el recibo del predial de flándes","Cerrada","NO","Chat"
"120295332406","19 febrero 2021 02:46:51","Sugerencia","SI","Buenas tardes,
me colaboran por favor, por donde puedo ingresar o que debo hacer para obtener recibos pagos de impuesto predial de años anteriores?
Agradezco una pronta respuesta","Cerrada","NO","Chat"
"120283935006","19 febrero 2021 12:17:37","Sugerencia","SI","favor enviarme factura impuesto predial mi casa Flandes Código 73-275-01-02-00-00-0098-0002-8-01-00-0000. cedula catastral antigua 01-02-0098-0002-801","Cerrada","NO","Chat"
"120277366506","19 febrero 2021 12:09:32","Sugerencia","SI","Ya están disponibles los prediales? he intentado bajarlos por la página de la alcaldía y no deja.","Cerrada","NO","Chat"
"120264559806","19 febrero 2021 11:26:36","Sugerencia","SI","Buenos dias, estoy intentando descargar la factura del impuesto predial en linea pero hay un error en la pagina y no descarga. Por favor indicar paso a seguir o revisar la pagina porque no carga. Gracias","Cerrada","NO","Chat"
"120251103006","19 febrero 2021 10:04:18","Sugerencia","SI","Buen día quisiera saber cómo puedo descargar el impuesto para cancelarlo gracias","Cerrada","NO","Chat"
"120242863606","19 febrero 2021 09:39:46","Sugerencia","SI","Buenos dias, mi nombre es Omar Quintana y estoy solicitando un paz y salvo de la propiedad ubicada en Pakistan II manzana 11 casa 5 es para poder realizar el tramite de escrituras y por su pagina no se puede bajar, por favor lo necesito de manera urgente, gracias por su atención","Cerrada","NO","Chat"
"120233349706","19 febrero 2021 09:16:03","Sugerencia","SI","Buen dia 

que sucede con el portal de pagos para predial por favor pongan atención estamos en pandemia y estos medios deben estar 100% habilitados y no como este con dias y dias sin funcionar","Cerrada","NO","Chat"
"120222707406","19 febrero 2021 09:06:28","Sugerencia","SI","Buen dia neceisto descargar el Recibo de Impuesto Predial, accedo al link de sede electronica pero el link no funciona, como debo imprimirlo para pagar en bancos?","Cerrada","NO","Chat"
"120219167816","19 febrero 2021 08:35:20","Sugerencia","SI","No encontre lo que buscaba (Cómo pagar Impuesto Predial en Línea): No se puede descargar el impuesto predial, la pagina no funciona. Que mal servicio","Cerrada","NO","FeedBack"
"120208179401","18 febrero 2021 10:33:09","Solicitud de información","NO","Buenas noches 
Les solicito muy comedidamente me ayuden con el recibo del impuesto predial 2021 para poderlo pagar.  
Ya estoy como usuario me piden el código catastral, digito el que esta en la factura del año pasado pero no me visualiza. La cedula catastral es 010303830002801. Muchas gracias por su colaboración.","Cerrada","NO","PQRDS"
"120199932006","18 febrero 2021 05:44:39","Sugerencia","SI","Buenas tardes sr Alcalde quiero información sobre la aperturas de piscinas en los conjuntos cerrados","Cerrada","NO","Chat"
"120182260006","18 febrero 2021 04:02:41","Sugerencia","SI","Buenas tardes por favor me indica como descargar la factura de impuesto de mi inmueble con cedula catastral 732750101000001690033801000000 en razon a que por la pagina no ha sido posible descargarlo. 
gracias","Cerrada","NO","Chat"
"120179659116","18 febrero 2021 03:57:33","Sugerencia","SI","No encontre lo que buscaba (FORMULARIO SOLICITUD VIRTUAL  SISBEN): Necesito inscripción al Sisben a través de internet, ante la dificultad de presentarme en la Alcaldía Municipal de Floridablanca  Santander por la Pandemia.","Cerrada","NO","FeedBack"
"120163245602","18 febrero 2021 03:01:01","Petición","NO","NOS LLEGO EL RECIBO DE PAGO DEL IMPUESTO PREDIAL PARA PAGO EN LA VIGENCIA DEL 2021 POR VALOR  DE$ 1.200.000.00 APROXIMADAMENTE CON FECHA MAXIMA DE PAGO 28 DE FEBRERO DEL 2021 DEL PREDIO FLANDES  MZ CS 10 III ET P - MZ  A CS 10 PAKISTAN III- CEDULA CATASTRAL  010302010011803 , VALOR ERRONEO YA QUE NO SE DESCONTO EL VALOR CANCELADO EN LA VIGENCIA DEL 2020 POR ESTE CONCEPTO.

POR LO ANTERIOR ANEXO LOS DOCUMENTOS RESPECTIVOS DONDE SE PUEDE VERIFICAR EL PAGO DE LA VIGENCIA DEL 2020 POR ESTE CONCEPTO PARA  QUE SEA DESCONTADO Y SE REEXPIDA EL NUEVO RECIDO PARA EL PAGO RESPECTIVO, GRACIAS","Cerrada","NO","PQRDS"
"120158271306","18 febrero 2021 02:33:05","Sugerencia","SI","No logro usar la app para pago predial, que numero debo usar para descargar y pagar impuesto, el impuesto tienes 2 numero catastrales. Gracias","Cerrada","NO","Chat"
"120142173306","18 febrero 2021 02:31:26","Sugerencia","SI","Buenas tardes...","Cerrada","NO","Chat"
"120138635206","18 febrero 2021 02:29:24","Sugerencia","SI","Quisiera saber cuanto debo de impuesto predial de mi casa","Cerrada","NO","Chat"
"120126585006","18 febrero 2021 02:19:20","Sugerencia","SI","Buen Dia;
Estoy intentando generar la factura para el pago del impuesto por la página pero genera error.
Como puedo obtener el recibo ??
Gracias.","Cerrada","NO","Chat"
"120112185906","18 febrero 2021 01:06:37","Sugerencia","SI","Como puedo descargar y pagar el predial ya que llamo al numero de hacienda que aparece en la pagina dentro del horario de atención y no contestan. Tampoco el enlace para descargar el recibo","Cerrada","NO","Chat"
"120101172206","18 febrero 2021 11:28:20","Sugerencia","SI","Me encuentro en bogota, y quisiera saber por donde puedo descargar el recibo del impuesto predial","Cerrada","NO","Chat"
"120092860706","18 febrero 2021 11:15:00","Sugerencia","SI","impuesto predial","Cerrada","NO","Chat"
"120089855103","18 febrero 2021 10:29:29","Queja","NO","En la pagina de la Alcaldía es imposible, a pesar de seguir los pasos indicados, descargar factura virtual para pago del impuesto predial.  Qué información o respuesta tienen al respecto y qué debemos esperara como usuarios afectados por el mal servicio e ineficiencia del aplicativo.","Cerrada","NO","PQRDS"
"120075748002","18 febrero 2021 10:12:21","Petición","NO","Buen día

Ayer me informaron del con junto Acapulco 1 de Flandes, que había llegado notificación expediente 2020037208, para la mazana A lote 5 (Casa 5)

Yo soy la dueña de la casa ""DIANA MARCELA BARRANTES MORA"" con cédula de ciudadanía Nro. 52133631 de Bogotá, sin embargo la comunicación NO se encuentra a mi nombre, ni tampoco se indica cuál es el motivo de la comparecencia.

Dado que por cuestiones laborales y de vivienda me encuentro en Bogotá y no me es posible la presentación presencial a su despacho; agradezco inmensamente me puedan informar con quién me puedo comunicar para hablar sobre el expediente y si debo remitir algún documento soporte a través de qué medio puedo hacerlo. 

Estuve intentando comunicarme con los números celulares publicados en la página WEB pero fue infructuosa la comunicación.

quedo muy atenta...mil gracias","Cerrada","NO","PQRDS"
"120066237006","18 febrero 2021 09:16:14","Sugerencia","SI","Buenos dias,
Acudo a su amabilidad con el envio del RUT del municipio.","Cerrada","NO","Chat"
"120058121606","18 febrero 2021 08:31:46","Sugerencia","SI","les agradezco la generación y envío del paz y salvo de su dependencia para el inmueble con  Nro Matrícula: 357-52361 y  CODIGO CATASTRAL: 01-03-0346-0008-801 a nombre de María Consuelo Briceño Torres y Gabriel Eduardo Cruz Mantilla. 

Dado que estoy en proceso de firma de escritura debido a la venta del inmueble, les agradezco me indiquen cuándo podría tener el paz y salvo o si hace falta algo para poder emitirlo.","Cerrada","NO","Chat"
"120044963206","17 febrero 2021 08:14:45","Sugerencia","SI","Buenas noches como hago para pagar el impuesto","Cerrada","NO","Chat"
"120037127606","17 febrero 2021 05:27:30","Sugerencia","SI","Quiero cancelar el impuesto predial año 2021 y no he podido descargarlo.
Cedula catastral 73-275-01-03-00-00-0368-0018-8-01-00-0000
arturo abel moreno aya CC 2983443","Cerrada","NO","Chat"
"120023816006","17 febrero 2021 04:25:58","Sugerencia","SI","buenas tardes, quisiera saber como tengo el recibo del impuesto predial 2021, ya que al ingresar a la pagina siempre me sale que no esta funcionando en este momento. agradezco su colaboración.","Cerrada","NO","Chat"
"120016120006","17 febrero 2021 03:47:29","Sugerencia","SI","buenas tardes.soy juan anibal avendaño tellez por favor me pueden colaborar con las facturas del impuesto predial de los lotes 38 y 39 de flandes  barrio los almendros.gracias","Cerrada","NO","Chat"
"120002071606","17 febrero 2021 03:03:42","Sugerencia","SI","Buenas Tardes, ha sido IMPOSIBLE que alguien de respuesta para obtener la factura del impuesto predial, será que en algún momento me podrían apoyar con esta solicitud, ni su pagina ni su app, ni correos sirven","Cerrada","NO","Chat"
"119997907316","17 febrero 2021 02:46:36","Sugerencia","SI","No encontre lo que buscaba (Pago Programa Familias En Acción 2): Necesito actualizar los datos de mi hija estaba en primaria y paso a secundaria que tengo que hacer vivo en bogota","Cerrada","NO","FeedBack"
"119988124006","17 febrero 2021 02:26:23","Sugerencia","SI","Buendía, cordial saludo.
Estimados, 
Solicito de la manera más formal, su colaboración para la liquidación de mi impuesto predial; en varias ocasiones he intentado liquidarlo de manera virtual y no ha sido posible. 
Quedo pendiente a comentarios.","Cerrada","NO","Chat"
"119978567206","17 febrero 2021 02:09:34","Sugerencia","SI","Impuesto predial 2020 -2021","Cerrada","NO","Chat"
"119962665506","17 febrero 2021 01:56:03","Sugerencia","SI","No se puede ingresar a la página para solicitar el paz y salvo","Cerrada","NO","Chat"
"119952915206","17 febrero 2021 01:21:54","Sugerencia","SI","No ha sido posible obtener la liquidación del impuesto predial","Cerrada","NO","Chat"
"119941526106","17 febrero 2021 01:12:21","Sugerencia","SI","Buenas Tardes, al ingresar para generar el recibo del Impuesto Predial no me deja 
como puedo tener el recibo","Cerrada","NO","Chat"
"119935281906","17 febrero 2021 12:03:15","Sugerencia","SI","Buena tarde, requiero saber como puedo pagar el impuesto predial en linea","Cerrada","NO","Chat"
"119928618706","17 febrero 2021 11:44:10","Sugerencia","SI","buen día, quisiera saber de que forma se puede pagar el predial, pues los canales habilitados estan caidos, las lineas de atencion no sirven. gracias","Cerrada","NO","Chat"
"119912644806","17 febrero 2021 11:42:43","Sugerencia","SI","Buenos dias, deseo saber la cedula catastral sobre una casa en flandes","Cerrada","NO","Chat"
"119902837806","17 febrero 2021 11:27:51","Sugerencia","SI","requiero bajar el recibo del impuesto predial del bien identificado con cedula catastral 01-03-0194-0010-802 a nombre de mi fallecida madre MARIA DEL CARMEN TORRES DE JIMENEZ de manera urgente para el tramite de sucesión que se esta adelantando","Cerrada","NO","Chat"
"119896200306","17 febrero 2021 10:55:19","Sugerencia","SI","Buenos dias, como se realiza el pago del impusetopredial en linea, ya que la pagina de sede electronoca '
no da la opcion como indica su video?","Cerrada","NO","Chat"
"119885090606","17 febrero 2021 10:22:12","Sugerencia","SI","Necesito los recibos de pago de mis dos casas que tengo en Flandes. Es para realizar el pago en Bogotá.","Cerrada","NO","Chat"
"119871449016","17 febrero 2021 10:16:03","Sugerencia","SI","No encontre lo que buscaba (Sede Electrónica): Muy buenos días por favor reactivar la página para poder realizar pago del impuesto.","Cerrada","NO","FeedBack"
"119869340606","17 febrero 2021 10:15:56","Sugerencia","SI","Necesito paz y salvo de los impuesto a fecha 2020","Cerrada","NO","Chat"
"119855295401","17 febrero 2021 10:13:08","Solicitud de información","NO","buen día!
quisiera saber si están atendiendo para hacer una escritura publica, o si este tramite se puede hacer por internet. por favor indicar horarios de atención y protocolo de bioseguridad. dado q estoy en Bogotá y requiero viajar para hacer este tramite con las fechas indicadas por este municipio.","Cerrada","NO","PQRDS"
"119843167006","17 febrero 2021 09:55:39","Sugerencia","SI","buenos días estoy tratando de sacar el recibo de predial , pero a sido imposible me puede indicar la pagina habilitada o por que medio puedo sacarlo. gracias","Cerrada","NO","Chat"
"119836020206","17 febrero 2021 09:46:18","Sugerencia","SI","Buen día!

Quiera saber que horarios tienen para mandar hacer una escritura pública. 

o si se puede por internet? 
Gracias.","Cerrada","NO","Chat"
"119824790006","17 febrero 2021 09:12:45","Sugerencia","SI","Buen día es que necesito pagar los impuestos de un lote de flandes pero no funciona la página..me puedes decir porque medio lo puedo realizar.. gracias","Cerrada","NO","Chat"
"119812944206","17 febrero 2021 08:51:03","Sugerencia","SI","Buenos dias..necesito bajar la factura del impuesto predial","Cerrada","NO","Chat"
"119807198506","17 febrero 2021 07:54:26","Sugerencia","SI","solicitud factura impuesto predial","Cerrada","NO","Chat"
"119799822706","16 febrero 2021 08:39:56","Sugerencia","SI","buenas noches quiero saber  por favor  un numero de telefono para poder llamar y q contesten .necesito saber para arreglar una cuenta de impuestos.gracias","Cerrada","NO","Chat"
"119788242006","16 febrero 2021 05:26:28","Sugerencia","SI","buena tarde quisiera saber como puedo obtener una copia de la factura predial de mi casa","Cerrada","NO","Chat"
"119773544306","16 febrero 2021 05:23:13","Sugerencia","SI","buena tarde solicito la factura del impuesto para poderlo pagar","Cerrada","NO","Chat"
"119765634906","16 febrero 2021 04:55:15","Sugerencia","SI","Solicito a quien corresponda  factura de impuesto predial ya que la página para descargar no funciona .
Envie correo solicitando este trámite espero su colaboración 
Gracias","Cerrada","NO","Chat"
"119751444606","16 febrero 2021 04:17:20","Sugerencia","SI","Hola, deseo descargar la factura del predial de mi apartamento","Cerrada","NO","Chat"
"119476068506","15 febrero 2021 04:56:14","Sugerencia","SI","quisiera descargar el recibo de pago  de impuesto predial","Cerrada","NO","Chat"
"119463490306","15 febrero 2021 03:45:41","Sugerencia","SI","copia de impuesto predial","Cerrada","NO","Chat"
"116363849106","09 enero 2021 08:17:56","Sugerencia","SI","Buenos días nesecito hacer actualización de datos","Cerrada","NO","Chat"
"119744148802","16 febrero 2021 03:47:22","Petición","NO","Soy la propietario de la casa D1 ubicada en el conjunto Santa Marta en Flandes y a la fecha no he recibido en físico, el recibo de pago de impuesto predial.
Lo logre bajar inicialmente por internet . (ahora no he podido porque  aparece que no tengo actualizado los datos),  pero cuando fui a pagar al Banco,  me indican que no se puede pagar porque la fecha oportuna de pago era hasta el 31 de enero (fecha que me parece muy temprana) . El banco me indica que para poder realizar el pago en esa entidad,  debo llevar un recibo  que Ustedes emitan, con una fecha posterio de vencimiento. 
Por lo anterior solicito ese recibo para poder  hacer efetivo el pago. Esta solicitud ya la habá realizado a través de contactenos@flandes-tolima.gov.co <contactenos@flandes-tolima.gov.co, el día  jueves, 11 de febrero de 2021 1:05 p. m pero a la fecha no he reibido respuesta alguna. 
Solicito por lo tanto,  me hagan llegar a mi correo el recibo de impuesto predia. Debo aclarar que siempre acostumbro a pagar los impuestos antes de la fecha de vencimiento .Gracias.","Cerrada","NO","PQRDS"
"119735042306","16 febrero 2021 03:32:08","Sugerencia","SI","Me enviaron una notificación , quiero averiguar al respecto","Cerrada","NO","Chat"
"119721968406","16 febrero 2021 03:01:27","Sugerencia","SI","buenas tardes, necesito cancelar el impuesto predial, pero la plataforma no me deja ingresar, que debo hacer? gracias","Cerrada","NO","Chat"
"119711132306","16 febrero 2021 02:44:39","Sugerencia","SI","Buenas tardes casa 6 manzana 4 parques de alejandria II, llego un mensaje del pago del predial que pagamos por PSE  por favor me indican que seria el problema presentado  Gracias","Cerrada","NO","Chat"
"119703376106","16 febrero 2021 12:12:53","Sugerencia","SI","Buenos dias, 
me regalas el link para pago de impuesto predial","Cerrada","NO","Chat"
"119691895406","16 febrero 2021 12:02:51","Sugerencia","SI","me pueden colaborar con la factura del predial, por la pagina no lo puedo descargar.
codigo catastral 010303200006801","Cerrada","NO","Chat"
"119687627506","16 febrero 2021 11:46:26","Sugerencia","SI","Solicito la factura del impuesto predial","Cerrada","NO","Chat"
"119673732606","16 febrero 2021 11:38:58","Sugerencia","SI","POr favor podrian enviarme el formulario para pago de impuesto predial para descargar ,  con CEDULA CATASTRAL No. 010301190009000, de flandes Tolima, con NIT 000041627072","Cerrada","NO","Chat"
"119662725206","16 febrero 2021 11:36:53","Sugerencia","SI","Ya poseo la factura pero al momento de pagar en linea me pide el numero de referencia,en la factura aparecen 25 digitos pero la plataforma no los acepta, puede indicarme cual el numero de referencia que debo escribir. Gracias","Cerrada","NO","Chat"
"119659336406","16 febrero 2021 11:24:51","Sugerencia","SI","Por favor me puede enviar la factura para pagar el impuesto predial.
La fact 2021010646","Cerrada","NO","Chat"
"119643848006","16 febrero 2021 10:55:25","Sugerencia","SI","Buen dia , quisiera saber bajo la normatividad vigente se puede hacer uso de piscina en flandes","Cerrada","NO","Chat"
"119631360106","16 febrero 2021 10:49:42","Sugerencia","SI","Cuando podremos acceder a la aplicacion para pagar el impuesto predia??","Cerrada","NO","Chat"
"119628969306","16 febrero 2021 10:47:33","Sugerencia","SI","Por favor indicar como pagar atraves de la pagina en el link https://sites.google.com/flandes-tolima.gov.co/solicitud-factura-predial/inicio#h.bdkt2npfm2da, debido a que en el codigo de referencia que aparece en el recibo son 25 numeros y en la pagina este numero no lo recibe.","Cerrada","NO","Chat"
"119611386506","16 febrero 2021 10:32:47","Sugerencia","SI","Buena tarde, solicito ayuda para liquidar mi impuesto predial","Cerrada","NO","Chat"
"119601467906","16 febrero 2021 10:26:47","Sugerencia","SI","buen dia necesito un paz y salvo de predial y el IDU y por correo no me han respondido ni por las lineas tefonovicas me colaboran por favor.","Cerrada","NO","Chat"
"119592869806","16 febrero 2021 09:24:19","Sugerencia","SI","Buenos dias 
He intentado bajar el recibo del impuesto predial y no me deja 
Ingreso con el usuario y al colocar la cedula catastral no genera la factura voy hacer el pago en linea 
Gracias","Cerrada","NO","Chat"
"119583495506","16 febrero 2021 07:52:39","Sugerencia","SI","Buen día, necesito sacar el recibo del impuesto predial, no encuentro un link q me lleve ael directamentete. Gracias","Cerrada","NO","Chat"
"119573198706","16 febrero 2021 07:47:54","Sugerencia","SI","descarga de impuesto predial","Cerrada","NO","Chat"
"119565569716","15 febrero 2021 09:26:47","Sugerencia","SI","No encontre lo que buscaba (Cómo pagar Impuesto Predial en Línea): Esta pagina esta a medias, no deja hacer los requerimientos del impuesto predial. Estoy fuera de la ciudad.  Su sede electrónica no sirve para nada.","Cerrada","NO","FeedBack"
"119556924006","15 febrero 2021 06:42:48","Sugerencia","SI","No he podido descargar factura pago Predial 2021, no sirve la página.  Sería posible solicitarlo por otro medio y cuando es el plazo límite para pago. Gracias","Cerrada","NO","Chat"
"119543704206","15 febrero 2021 06:22:32","Sugerencia","SI","error al generar el pago desde la pagina Si no se visualiza su factura. De clic en 'Intentar nuevamente'","Cerrada","NO","Chat"
"119534630806","15 febrero 2021 06:09:20","Sugerencia","SI","Buena tarde, quisiera saber para cuando tienen programada la apertura de las piscinas en el municipio, la verdad está muy demorado el tema y habemos muchas personas perjudicadas por el tema de la apertura de las piscinas, en el resto del país ya no hay ese tipo de restricciones","Cerrada","NO","Chat"
"119524810706","15 febrero 2021 06:08:41","Sugerencia","SI","Buenas tardes necesito el impuesto predial","Cerrada","NO","Chat"
"119516265406","15 febrero 2021 06:02:39","Sugerencia","SI","Estimados funcionarios de la alcaldia, da vergüenza que no se pueda uno comunicar con ningún funcionarios para que le informen sobre pagos de la tercera edad, ningún teléfono es contetestado o los fijos están fuera de servicio, además se busca en redes sociales y dicen que es por numero de cedula, pero no hay un cronograma por ninguna  parte, se están quedando cortos con la información","Cerrada","NO","Chat"
"119508534206","15 febrero 2021 05:36:08","Sugerencia","SI","Buenas tardes para pagar el impuesto, me puede indicar cual es el numero de referencia para el pago, ya que aparecen 25 numeros y el sistema no los acepta","Cerrada","NO","Chat"
"119492021706","15 febrero 2021 05:32:54","Sugerencia","SI","Buenas tardes, necesito descargar el recibo del impuesto predial de un lote en Orquideas II con cédula catastral 010100910012000. Muchas gracias","Cerrada","NO","Chat"
"119482786006","15 febrero 2021 05:28:54","Sugerencia","SI","impuesto predial","Cerrada","NO","Chat"
"119451716806","15 febrero 2021 03:45:35","Sugerencia","SI","Buen dìa, necesito su colaboraciòn para solicitar la factura para el pago de impuesto. He intentado varias veces a travès de la pàgina pero es imposible","Cerrada","NO","Chat"
"119441554906","15 febrero 2021 03:28:53","Sugerencia","SI","Descarga de factura de Impuesto Predial.","Cerrada","NO","Chat"
"119437700006","15 febrero 2021 03:26:58","Sugerencia","SI","Es que hace dos años inscribieron a mi hijo en el sistema de familia en acción para saber si mi hijo está en el sistema","Cerrada","NO","Chat"
"119427213106","15 febrero 2021 02:45:01","Sugerencia","SI","Requiero con urgencia realizar el pago del impuesto predial pero me encuentro en bogota y la pagina de la sede electronica esta caida.","Cerrada","NO","Chat"
"119413463902","15 febrero 2021 01:44:00","Petición","NO","Agradecemos el envio del paz y salvo de pago predial hasta 2020 de la cedula catastral 010201610004803, por favor realizar el envio al mail venati52@hotmail.com.","Cerrada","NO","PQRDS"
"119408600206","15 febrero 2021 12:44:38","Sugerencia","SI","Estoy tratando de pagar el impuesto predial y no me funciona la pagina","Cerrada","NO","Chat"
"119394820806","15 febrero 2021 12:24:16","Sugerencia","SI","hola buenas tardes, me pueden ayudar, estoy tratando de ingresar para descargar el recio d impuesto predial y me sale que la contraseña no es correcta como puedo cambiar la contraseña. gracias","Cerrada","NO","Chat"
"119387692416","15 febrero 2021 11:55:46","Sugerencia","SI","No encontre lo que buscaba (INCENTIVOS TRIBUTARIOS): buenos días me pueden decir como puedo descargar el recibo del impuesto predial. gracias","Cerrada","NO","FeedBack"
"119378762306","15 febrero 2021 11:36:34","Sugerencia","SI","Tengo problema con me impuesto predial","Cerrada","NO","Chat"
"119362065606","15 febrero 2021 11:33:08","Sugerencia","SI","quiero descargar mi recibo  de pago del impuesto predial","Cerrada","NO","Chat"
